0 0 0 -1  鬼0 无将 胡了
0 2 0 1111  鬼2 无将 胡东胡南胡西胡北
0 2 1 -1  鬼2 有将 胡了
0 4 1 1111  鬼4 有将 胡东胡南胡西胡北
0 1 1 1111  鬼1 有将 胡东胡南胡西胡北
0 3 0 -1  鬼3 无将 胡了
3320 3 0 1111 东东东南南南西西 鬼3 无将 胡东胡南胡西胡北
3320 3 1 -1 东东东南南南西西 鬼3 有将 胡了
2301 2 0 1111 东东南南南北 鬼2 无将 胡东胡南胡西胡北
2301 2 1 -1 东东南南南北 鬼2 有将 胡了
2301 4 1 1111 东东南南南北 鬼4 有将 胡东胡南胡西胡北
2301 1 1 1111 东东南南南北 鬼1 有将 胡东胡南胡西胡北
2301 3 0 -1 东东南南南北 鬼3 无将 胡了
3313 0 1 1111 东东东南南南西北北北 鬼0 有将 胡东胡南胡西胡北
3313 2 0 -1 东东东南南南西北北北 鬼2 无将 胡了
3313 4 0 1111 东东东南南南西北北北 鬼4 无将 胡东胡南胡西胡北
3313 4 1 -1 东东东南南南西北北北 鬼4 有将 胡了
3313 1 0 1111 东东东南南南西北北北 鬼1 无将 胡东胡南胡西胡北
3313 1 1 -1 东东东南南南西北北北 鬼1 有将 胡了
3313 3 1 1111 东东东南南南西北北北 鬼3 有将 胡东胡南胡西胡北
3321 0 0 -1 东东东南南南西西北 鬼0 无将 胡了
3321 2 0 1111 东东东南南南西西北 鬼2 无将 胡东胡南胡西胡北
3321 2 1 -1 东东东南南南西西北 鬼2 有将 胡了
3321 4 1 1111 东东东南南南西西北 鬼4 有将 胡东胡南胡西胡北
3321 1 1 1111 东东东南南南西西北 鬼1 有将 胡东胡南胡西胡北
3321 3 0 -1 东东东南南南西西北 鬼3 无将 胡了
2303 0 0 1010 东东南南南北北北 鬼0 无将 胡东胡西
2303 0 1 -1 东东南南南北北北 鬼0 有将 胡了
2303 2 1 1111 东东南南南北北北 鬼2 有将 胡东胡南胡西胡北
2303 4 0 -1 东东南南南北北北 鬼4 无将 胡了
2303 1 0 -1 东东南南南北北北 鬼1 无将 胡了
2303 3 0 1111 东东南南南北北北 鬼3 无将 胡东胡南胡西胡北
2303 3 1 -1 东东南南南北北北 鬼3 有将 胡了
2302 0 1 1111 东东南南南北北 鬼0 有将 胡东胡南胡西胡北
2302 2 0 -1 东东南南南北北 鬼2 无将 胡了
2302 4 0 1111 东东南南南北北 鬼4 无将 胡东胡南胡西胡北
2302 4 1 -1 东东南南南北北 鬼4 有将 胡了
2302 1 0 1111 东东南南南北北 鬼1 无将 胡东胡南胡西胡北
2302 1 1 -1 东东南南南北北 鬼1 有将 胡了
2302 3 1 1111 东东南南南北北 鬼3 有将 胡东胡南胡西胡北
2304 2 0 1110 东东南南南北北北北 鬼2 无将 胡东胡南胡西
2304 2 1 -1 东东南南南北北北北 鬼2 有将 胡了
2304 4 1 1110 东东南南南北北北北 鬼4 有将 胡东胡南胡西
2304 1 1 1110 东东南南南北北北北 鬼1 有将 胡东胡南胡西
2304 3 0 -1 东东南南南北北北北 鬼3 无将 胡了
3324 0 0 -1 东东东南南南西西北北北北 鬼0 无将 胡了
3324 2 0 1110 东东东南南南西西北北北北 鬼2 无将 胡东胡南胡西
3324 2 1 -1 东东东南南南西西北北北北 鬼2 有将 胡了
3324 1 1 1110 东东东南南南西西北北北北 鬼1 有将 胡东胡南胡西
3323 0 0 1111 东东东南南南西西北北北 鬼0 无将 胡东胡南胡西胡北
3323 0 1 -1 东东东南南南西西北北北 鬼0 有将 胡了
3323 2 1 1111 东东东南南南西西北北北 鬼2 有将 胡东胡南胡西胡北
3323 1 0 -1 东东东南南南西西北北北 鬼1 无将 胡了
3323 3 0 1111 东东东南南南西西北北北 鬼3 无将 胡东胡南胡西胡北
3323 3 1 -1 东东东南南南西西北北北 鬼3 有将 胡了
2310 2 0 1111 东东南南南西 鬼2 无将 胡东胡南胡西胡北
2310 2 1 -1 东东南南南西 鬼2 有将 胡了
2310 4 1 1111 东东南南南西 鬼4 有将 胡东胡南胡西胡北
2310 1 1 1111 东东南南南西 鬼1 有将 胡东胡南胡西胡北
2310 3 0 -1 东东南南南西 鬼3 无将 胡了
3330 0 0 -1 东东东南南南西西西 鬼0 无将 胡了
3330 2 0 1111 东东东南南南西西西 鬼2 无将 胡东胡南胡西胡北
3330 2 1 -1 东东东南南南西西西 鬼2 有将 胡了
3330 4 1 1111 东东东南南南西西西 鬼4 有将 胡东胡南胡西胡北
3330 1 1 1111 东东东南南南西西西 鬼1 有将 胡东胡南胡西胡北
3330 3 0 -1 东东东南南南西西西 鬼3 无将 胡了
3322 0 1 1111 东东东南南南西西北北 鬼0 有将 胡东胡南胡西胡北
3322 2 0 -1 东东东南南南西西北北 鬼2 无将 胡了
3322 4 0 1111 东东东南南南西西北北 鬼4 无将 胡东胡南胡西胡北
3322 4 1 -1 东东东南南南西西北北 鬼4 有将 胡了
3322 1 0 1111 东东东南南南西西北北 鬼1 无将 胡东胡南胡西胡北
3322 1 1 -1 东东东南南南西西北北 鬼1 有将 胡了
3322 3 1 1111 东东东南南南西西北北 鬼3 有将 胡东胡南胡西胡北
2311 0 1 1111 东东南南南西北 鬼0 有将 胡东胡南胡西胡北
2311 2 0 -1 东东南南南西北 鬼2 无将 胡了
2311 4 0 1111 东东南南南西北 鬼4 无将 胡东胡南胡西胡北
2311 4 1 -1 东东南南南西北 鬼4 有将 胡了
2311 1 0 1111 东东南南南西北 鬼1 无将 胡东胡南胡西胡北
2311 1 1 -1 东东南南南西北 鬼1 有将 胡了
2311 3 1 1111 东东南南南西北 鬼3 有将 胡东胡南胡西胡北
3334 0 1 1110 东东东南南南西西西北北北北 鬼0 有将 胡东胡南胡西
3334 1 0 1110 东东东南南南西西西北北北北 鬼1 无将 胡东胡南胡西
3334 1 1 -1 东东东南南南西西西北北北北 鬼1 有将 胡了
2312 0 0 1111 东东南南南西北北 鬼0 无将 胡东胡南胡西胡北
2312 0 1 -1 东东南南南西北北 鬼0 有将 胡了
2312 2 1 1111 东东南南南西北北 鬼2 有将 胡东胡南胡西胡北
2312 4 0 -1 东东南南南西北北 鬼4 无将 胡了
2312 1 0 -1 东东南南南西北北 鬼1 无将 胡了
2312 3 0 1111 东东南南南西北北 鬼3 无将 胡东胡南胡西胡北
2312 3 1 -1 东东南南南西北北 鬼3 有将 胡了
3333 0 0 -1 东东东南南南西西西北北北 鬼0 无将 胡了
3333 2 0 1111 东东东南南南西西西北北北 鬼2 无将 胡东胡南胡西胡北
3333 2 1 -1 东东东南南南西西西北北北 鬼2 有将 胡了
3333 1 1 1111 东东东南南南西西西北北北 鬼1 有将 胡东胡南胡西胡北
3332 0 0 1111 东东东南南南西西西北北 鬼0 无将 胡东胡南胡西胡北
3332 0 1 -1 东东东南南南西西西北北 鬼0 有将 胡了
3332 2 1 1111 东东东南南南西西西北北 鬼2 有将 胡东胡南胡西胡北
3332 1 0 -1 东东东南南南西西西北北 鬼1 无将 胡了
3332 3 0 1111 东东东南南南西西西北北 鬼3 无将 胡东胡南胡西胡北
3332 3 1 -1 东东东南南南西西西北北 鬼3 有将 胡了
3331 0 1 1111 东东东南南南西西西北 鬼0 有将 胡东胡南胡西胡北
3331 2 0 -1 东东东南南南西西西北 鬼2 无将 胡了
3331 4 0 1111 东东东南南南西西西北 鬼4 无将 胡东胡南胡西胡北
3331 4 1 -1 东东东南南南西西西北 鬼4 有将 胡了
3331 1 0 1111 东东东南南南西西西北 鬼1 无将 胡东胡南胡西胡北
3331 1 1 -1 东东东南南南西西西北 鬼1 有将 胡了
3331 3 1 1111 东东东南南南西西西北 鬼3 有将 胡东胡南胡西胡北
3340 0 1 1101 东东东南南南西西西西 鬼0 有将 胡东胡南胡北
3340 2 0 -1 东东东南南南西西西西 鬼2 无将 胡了
3340 4 0 1101 东东东南南南西西西西 鬼4 无将 胡东胡南胡北
3340 4 1 -1 东东东南南南西西西西 鬼4 有将 胡了
3340 1 0 1101 东东东南南南西西西西 鬼1 无将 胡东胡南胡北
3340 1 1 -1 东东东南南南西西西西 鬼1 有将 胡了
3340 3 1 1101 东东东南南南西西西西 鬼3 有将 胡东胡南胡北
2314 0 1 1110 东东南南南西北北北北 鬼0 有将 胡东胡南胡西
2314 2 0 -1 东东南南南西北北北北 鬼2 无将 胡了
2314 4 0 1110 东东南南南西北北北北 鬼4 无将 胡东胡南胡西
2314 4 1 -1 东东南南南西北北北北 鬼4 有将 胡了
2314 1 0 1110 东东南南南西北北北北 鬼1 无将 胡东胡南胡西
2314 1 1 -1 东东南南南西北北北北 鬼1 有将 胡了
2314 3 1 1110 东东南南南西北北北北 鬼3 有将 胡东胡南胡西
3344 0 0 1100 东东东南南南西西西西北北北北 鬼0 无将 胡东胡南
3344 0 1 -1 东东东南南南西西西西北北北北 鬼0 有将 胡了
2313 0 0 -1 东东南南南西北北北 鬼0 无将 胡了
2313 2 0 1111 东东南南南西北北北 鬼2 无将 胡东胡南胡西胡北
2313 2 1 -1 东东南南南西北北北 鬼2 有将 胡了
2313 4 1 1111 东东南南南西北北北 鬼4 有将 胡东胡南胡西胡北
2313 1 1 1111 东东南南南西北北北 鬼1 有将 胡东胡南胡西胡北
2313 3 0 -1 东东南南南西北北北 鬼3 无将 胡了
3343 0 1 1101 东东东南南南西西西西北北北 鬼0 有将 胡东胡南胡北
3343 1 0 1101 东东东南南南西西西西北北北 鬼1 无将 胡东胡南胡北
3343 1 1 -1 东东东南南南西西西西北北北 鬼1 有将 胡了
2320 0 1 1111 东东南南南西西 鬼0 有将 胡东胡南胡西胡北
2320 2 0 -1 东东南南南西西 鬼2 无将 胡了
2320 4 0 1111 东东南南南西西 鬼4 无将 胡东胡南胡西胡北
2320 4 1 -1 东东南南南西西 鬼4 有将 胡了
2320 1 0 1111 东东南南南西西 鬼1 无将 胡东胡南胡西胡北
2320 1 1 -1 东东南南南西西 鬼1 有将 胡了
2320 3 1 1111 东东南南南西西 鬼3 有将 胡东胡南胡西胡北
1300 0 1 1011 东南南南 鬼0 有将 胡东胡西胡北
1300 2 0 -1 东南南南 鬼2 无将 胡了
1300 4 0 1111 东南南南 鬼4 无将 胡东胡南胡西胡北
1300 4 1 -1 东南南南 鬼4 有将 胡了
1300 1 0 1111 东南南南 鬼1 无将 胡东胡南胡西胡北
1300 1 1 -1 东南南南 鬼1 有将 胡了
1300 3 1 1111 东南南南 鬼3 有将 胡东胡南胡西胡北
3342 0 0 -1 东东东南南南西西西西北北 鬼0 无将 胡了
3342 2 0 1101 东东东南南南西西西西北北 鬼2 无将 胡东胡南胡北
3342 2 1 -1 东东东南南南西西西西北北 鬼2 有将 胡了
3342 1 1 1101 东东东南南南西西西西北北 鬼1 有将 胡东胡南胡北
1301 0 0 110 东南南南北 鬼0 无将 胡南胡西
1301 0 1 -1 东南南南北 鬼0 有将 胡了
1301 2 1 1111 东南南南北 鬼2 有将 胡东胡南胡西胡北
1301 4 0 -1 东南南南北 鬼4 无将 胡了
1301 1 0 -1 东南南南北 鬼1 无将 胡了
1301 3 0 1111 东南南南北 鬼3 无将 胡东胡南胡西胡北
1301 3 1 -1 东南南南北 鬼3 有将 胡了
1302 2 0 1111 东南南南北北 鬼2 无将 胡东胡南胡西胡北
1302 2 1 -1 东南南南北北 鬼2 有将 胡了
1302 4 1 1111 东南南南北北 鬼4 有将 胡东胡南胡西胡北
1302 1 1 1111 东南南南北北 鬼1 有将 胡东胡南胡西胡北
1302 3 0 -1 东南南南北北 鬼3 无将 胡了
3341 0 0 1101 东东东南南南西西西西北 鬼0 无将 胡东胡南胡北
3341 0 1 -1 东东东南南南西西西西北 鬼0 有将 胡了
3341 2 1 1101 东东东南南南西西西西北 鬼2 有将 胡东胡南胡北
3341 1 0 -1 东东东南南南西西西西北 鬼1 无将 胡了
3341 3 0 1101 东东东南南南西西西西北 鬼3 无将 胡东胡南胡北
3341 3 1 -1 东东东南南南西西西西北 鬼3 有将 胡了
1304 0 0 110 东南南南北北北北 鬼0 无将 胡南胡西
1304 0 1 -1 东南南南北北北北 鬼0 有将 胡了
1304 2 1 1110 东南南南北北北北 鬼2 有将 胡东胡南胡西
1304 4 0 -1 东南南南北北北北 鬼4 无将 胡了
1304 1 0 -1 东南南南北北北北 鬼1 无将 胡了
1304 3 0 1110 东南南南北北北北 鬼3 无将 胡东胡南胡西
1304 3 1 -1 东南南南北北北北 鬼3 有将 胡了
2321 0 0 1111 东东南南南西西北 鬼0 无将 胡东胡南胡西胡北
2321 0 1 -1 东东南南南西西北 鬼0 有将 胡了
2321 2 1 1111 东东南南南西西北 鬼2 有将 胡东胡南胡西胡北
2321 4 0 -1 东东南南南西西北 鬼4 无将 胡了
2321 1 0 -1 东东南南南西西北 鬼1 无将 胡了
2321 3 0 1111 东东南南南西西北 鬼3 无将 胡东胡南胡西胡北
2321 3 1 -1 东东南南南西西北 鬼3 有将 胡了
1303 0 1 1111 东南南南北北北 鬼0 有将 胡东胡南胡西胡北
1303 2 0 -1 东南南南北北北 鬼2 无将 胡了
1303 4 0 1111 东南南南北北北 鬼4 无将 胡东胡南胡西胡北
1303 4 1 -1 东南南南北北北 鬼4 有将 胡了
1303 1 0 1111 东南南南北北北 鬼1 无将 胡东胡南胡西胡北
1303 1 1 -1 东南南南北北北 鬼1 有将 胡了
1303 3 1 1111 东南南南北北北 鬼3 有将 胡东胡南胡西胡北
2324 0 0 1110 东东南南南西西北北北北 鬼0 无将 胡东胡南胡西
2324 0 1 -1 东东南南南西西北北北北 鬼0 有将 胡了
2324 2 1 1110 东东南南南西西北北北北 鬼2 有将 胡东胡南胡西
2324 1 0 -1 东东南南南西西北北北北 鬼1 无将 胡了
2324 3 0 1110 东东南南南西西北北北北 鬼3 无将 胡东胡南胡西
2324 3 1 -1 东东南南南西西北北北北 鬼3 有将 胡了
2330 0 0 1001 东东南南南西西西 鬼0 无将 胡东胡北
2330 0 1 -1 东东南南南西西西 鬼0 有将 胡了
2330 2 1 1111 东东南南南西西西 鬼2 有将 胡东胡南胡西胡北
2330 4 0 -1 东东南南南西西西 鬼4 无将 胡了
2330 1 0 -1 东东南南南西西西 鬼1 无将 胡了
2330 3 0 1111 东东南南南西西西 鬼3 无将 胡东胡南胡西胡北
2330 3 1 -1 东东南南南西西西 鬼3 有将 胡了
1310 0 0 101 东南南南西 鬼0 无将 胡南胡北
1310 0 1 -1 东南南南西 鬼0 有将 胡了
1310 2 1 1111 东南南南西 鬼2 有将 胡东胡南胡西胡北
1310 4 0 -1 东南南南西 鬼4 无将 胡了
1310 1 0 -1 东南南南西 鬼1 无将 胡了
1310 3 0 1111 东南南南西 鬼3 无将 胡东胡南胡西胡北
1310 3 1 -1 东南南南西 鬼3 有将 胡了
2322 0 0 -1 东东南南南西西北北 鬼0 无将 胡了
2322 2 0 1111 东东南南南西西北北 鬼2 无将 胡东胡南胡西胡北
2322 2 1 -1 东东南南南西西北北 鬼2 有将 胡了
2322 4 1 1111 东东南南南西西北北 鬼4 有将 胡东胡南胡西胡北
2322 1 1 1111 东东南南南西西北北 鬼1 有将 胡东胡南胡西胡北
2322 3 0 -1 东东南南南西西北北 鬼3 无将 胡了
1311 0 0 -1 东南南南西北 鬼0 无将 胡了
1311 2 0 1111 东南南南西北 鬼2 无将 胡东胡南胡西胡北
1311 2 1 -1 东南南南西北 鬼2 有将 胡了
1311 4 1 1111 东南南南西北 鬼4 有将 胡东胡南胡西胡北
1311 1 1 1111 东南南南西北 鬼1 有将 胡东胡南胡西胡北
1311 3 0 -1 东南南南西北 鬼3 无将 胡了
2334 0 0 -1 东东南南南西西西北北北北 鬼0 无将 胡了
2334 2 0 1110 东东南南南西西西北北北北 鬼2 无将 胡东胡南胡西
2334 2 1 -1 东东南南南西西西北北北北 鬼2 有将 胡了
2334 1 1 1110 东东南南南西西西北北北北 鬼1 有将 胡东胡南胡西
2323 0 1 1111 东东南南南西西北北北 鬼0 有将 胡东胡南胡西胡北
2323 2 0 -1 东东南南南西西北北北 鬼2 无将 胡了
2323 4 0 1111 东东南南南西西北北北 鬼4 无将 胡东胡南胡西胡北
2323 4 1 -1 东东南南南西西北北北 鬼4 有将 胡了
2323 1 0 1111 东东南南南西西北北北 鬼1 无将 胡东胡南胡西胡北
2323 1 1 -1 东东南南南西西北北北 鬼1 有将 胡了
2323 3 1 1111 东东南南南西西北北北 鬼3 有将 胡东胡南胡西胡北
1313 0 0 1111 东南南南西北北北 鬼0 无将 胡东胡南胡西胡北
1313 0 1 -1 东南南南西北北北 鬼0 有将 胡了
1313 2 1 1111 东南南南西北北北 鬼2 有将 胡东胡南胡西胡北
1313 4 0 -1 东南南南西北北北 鬼4 无将 胡了
1313 1 0 -1 东南南南西北北北 鬼1 无将 胡了
1313 3 0 1111 东南南南西北北北 鬼3 无将 胡东胡南胡西胡北
1313 3 1 -1 东南南南西北北北 鬼3 有将 胡了
1314 0 0 -1 东南南南西北北北北 鬼0 无将 胡了
1314 2 0 1110 东南南南西北北北北 鬼2 无将 胡东胡南胡西
1314 2 1 -1 东南南南西北北北北 鬼2 有将 胡了
1314 4 1 1110 东南南南西北北北北 鬼4 有将 胡东胡南胡西
1314 1 1 1110 东南南南西北北北北 鬼1 有将 胡东胡南胡西
1314 3 0 -1 东南南南西北北北北 鬼3 无将 胡了
2333 0 0 1111 东东南南南西西西北北北 鬼0 无将 胡东胡南胡西胡北
2333 0 1 -1 东东南南南西西西北北北 鬼0 有将 胡了
2333 2 1 1111 东东南南南西西西北北北 鬼2 有将 胡东胡南胡西胡北
2333 1 0 -1 东东南南南西西西北北北 鬼1 无将 胡了
2333 3 0 1111 东东南南南西西西北北北 鬼3 无将 胡东胡南胡西胡北
2333 3 1 -1 东东南南南西西西北北北 鬼3 有将 胡了
2340 2 0 1101 东东南南南西西西西 鬼2 无将 胡东胡南胡北
2340 2 1 -1 东东南南南西西西西 鬼2 有将 胡了
2340 4 1 1101 东东南南南西西西西 鬼4 有将 胡东胡南胡北
2340 1 1 1101 东东南南南西西西西 鬼1 有将 胡东胡南胡北
2340 3 0 -1 东东南南南西西西西 鬼3 无将 胡了
1312 0 1 1111 东南南南西北北 鬼0 有将 胡东胡南胡西胡北
1312 2 0 -1 东南南南西北北 鬼2 无将 胡了
1312 4 0 1111 东南南南西北北 鬼4 无将 胡东胡南胡西胡北
1312 4 1 -1 东南南南西北北 鬼4 有将 胡了
1312 1 0 1111 东南南南西北北 鬼1 无将 胡东胡南胡西胡北
1312 1 1 -1 东南南南西北北 鬼1 有将 胡了
1312 3 1 1111 东南南南西北北 鬼3 有将 胡东胡南胡西胡北
1320 2 0 1111 东南南南西西 鬼2 无将 胡东胡南胡西胡北
1320 2 1 -1 东南南南西西 鬼2 有将 胡了
1320 4 1 1111 东南南南西西 鬼4 有将 胡东胡南胡西胡北
1320 1 1 1111 东南南南西西 鬼1 有将 胡东胡南胡西胡北
1320 3 0 -1 东南南南西西 鬼3 无将 胡了
2344 0 1 1100 东东南南南西西西西北北北北 鬼0 有将 胡东胡南
2332 0 1 1111 东东南南南西西西北北 鬼0 有将 胡东胡南胡西胡北
2344 1 0 1100 东东南南南西西西西北北北北 鬼1 无将 胡东胡南
2344 1 1 -1 东东南南南西西西西北北北北 鬼1 有将 胡了
2332 2 0 -1 东东南南南西西西北北 鬼2 无将 胡了
2332 4 0 1111 东东南南南西西西北北 鬼4 无将 胡东胡南胡西胡北
2332 4 1 -1 东东南南南西西西北北 鬼4 有将 胡了
2332 1 0 1111 东东南南南西西西北北 鬼1 无将 胡东胡南胡西胡北
2332 1 1 -1 东东南南南西西西北北 鬼1 有将 胡了
2332 3 1 1111 东东南南南西西西北北 鬼3 有将 胡东胡南胡西胡北
300 0 0 -1 南南南 鬼0 无将 胡了
2331 0 0 -1 东东南南南西西西北 鬼0 无将 胡了
2331 2 0 1111 东东南南南西西西北 鬼2 无将 胡东胡南胡西胡北
300 2 0 1111 南南南 鬼2 无将 胡东胡南胡西胡北
2331 2 1 -1 东东南南南西西西北 鬼2 有将 胡了
300 2 1 -1 南南南 鬼2 有将 胡了
300 4 1 1111 南南南 鬼4 有将 胡东胡南胡西胡北
300 1 1 1011 南南南 鬼1 有将 胡东胡西胡北
300 3 0 -1 南南南 鬼3 无将 胡了
2331 4 1 1111 东东南南南西西西北 鬼4 有将 胡东胡南胡西胡北
2331 1 1 1111 东东南南南西西西北 鬼1 有将 胡东胡南胡西胡北
2341 0 1 1101 东东南南南西西西西北 鬼0 有将 胡东胡南胡北
2331 3 0 -1 东东南南南西西西北 鬼3 无将 胡了
2341 2 0 -1 东东南南南西西西西北 鬼2 无将 胡了
2341 4 0 1101 东东南南南西西西西北 鬼4 无将 胡东胡南胡北
2341 4 1 -1 东东南南南西西西西北 鬼4 有将 胡了
2341 1 0 1101 东东南南南西西西西北 鬼1 无将 胡东胡南胡北
2341 1 1 -1 东东南南南西西西西北 鬼1 有将 胡了
2341 3 1 1101 东东南南南西西西西北 鬼3 有将 胡东胡南胡北
2343 0 0 -1 东东南南南西西西西北北北 鬼0 无将 胡了
2343 2 0 1101 东东南南南西西西西北北北 鬼2 无将 胡东胡南胡北
2343 2 1 -1 东东南南南西西西西北北北 鬼2 有将 胡了
2343 1 1 1101 东东南南南西西西西北北北 鬼1 有将 胡东胡南胡北
301 0 1 1011 南南南北 鬼0 有将 胡东胡西胡北
301 2 0 -1 南南南北 鬼2 无将 胡了
301 4 0 1111 南南南北 鬼4 无将 胡东胡南胡西胡北
301 4 1 -1 南南南北 鬼4 有将 胡了
301 1 0 1111 南南南北 鬼1 无将 胡东胡南胡西胡北
301 1 1 -1 南南南北 鬼1 有将 胡了
301 3 1 1111 南南南北 鬼3 有将 胡东胡南胡西胡北
2342 0 0 1101 东东南南南西西西西北北 鬼0 无将 胡东胡南胡北
2342 0 1 -1 东东南南南西西西西北北 鬼0 有将 胡了
2342 2 1 1101 东东南南南西西西西北北 鬼2 有将 胡东胡南胡北
2342 1 0 -1 东东南南南西西西西北北 鬼1 无将 胡了
2342 3 0 1101 东东南南南西西西西北北 鬼3 无将 胡东胡南胡北
2342 3 1 -1 东东南南南西西西西北北 鬼3 有将 胡了
302 0 0 1 南南南北北 鬼0 无将 胡北
302 0 1 -1 南南南北北 鬼0 有将 胡了
302 2 1 1111 南南南北北 鬼2 有将 胡东胡南胡西胡北
302 4 0 -1 南南南北北 鬼4 无将 胡了
302 1 0 -1 南南南北北 鬼1 无将 胡了
302 3 0 1111 南南南北北 鬼3 无将 胡东胡南胡西胡北
302 3 1 -1 南南南北北 鬼3 有将 胡了
303 0 0 -1 南南南北北北 鬼0 无将 胡了
303 2 0 1111 南南南北北北 鬼2 无将 胡东胡南胡西胡北
303 2 1 -1 南南南北北北 鬼2 有将 胡了
303 4 1 1111 南南南北北北 鬼4 有将 胡东胡南胡西胡北
303 1 1 1111 南南南北北北 鬼1 有将 胡东胡南胡西胡北
303 3 0 -1 南南南北北北 鬼3 无将 胡了
304 0 1 1010 南南南北北北北 鬼0 有将 胡东胡西
304 2 0 -1 南南南北北北北 鬼2 无将 胡了
4400 0 0 11 东东东东南南南南 鬼0 无将 胡西胡北
4400 2 1 11 东东东东南南南南 鬼2 有将 胡西胡北
4400 4 0 -1 东东东东南南南南 鬼4 无将 胡了
304 4 0 1110 南南南北北北北 鬼4 无将 胡东胡南胡西
4400 1 0 -1 东东东东南南南南 鬼1 无将 胡了
304 4 1 -1 南南南北北北北 鬼4 有将 胡了
304 1 0 1110 南南南北北北北 鬼1 无将 胡东胡南胡西
4400 3 0 11 东东东东南南南南 鬼3 无将 胡西胡北
4400 3 1 -1 东东东东南南南南 鬼3 有将 胡了
304 1 1 -1 南南南北北北北 鬼1 有将 胡了
304 3 1 1110 南南南北北北北 鬼3 有将 胡东胡南胡西
1321 0 1 1111 东南南南西西北 鬼0 有将 胡东胡南胡西胡北
1321 2 0 -1 东南南南西西北 鬼2 无将 胡了
1321 4 0 1111 东南南南西西北 鬼4 无将 胡东胡南胡西胡北
1321 4 1 -1 东南南南西西北 鬼4 有将 胡了
1321 1 0 1111 东南南南西西北 鬼1 无将 胡东胡南胡西胡北
1321 1 1 -1 东南南南西西北 鬼1 有将 胡了
1321 3 1 1111 东南南南西西北 鬼3 有将 胡东胡南胡西胡北
4401 0 0 -1 东东东东南南南南北 鬼0 无将 胡了
4401 2 0 11 东东东东南南南南北 鬼2 无将 胡西胡北
4401 2 1 -1 东东东东南南南南北 鬼2 有将 胡了
4401 4 1 11 东东东东南南南南北 鬼4 有将 胡西胡北
4401 1 1 11 东东东东南南南南北 鬼1 有将 胡西胡北
4401 3 0 -1 东东东东南南南南北 鬼3 无将 胡了
1322 0 0 1111 东南南南西西北北 鬼0 无将 胡东胡南胡西胡北
1322 0 1 -1 东南南南西西北北 鬼0 有将 胡了
1322 2 1 1111 东南南南西西北北 鬼2 有将 胡东胡南胡西胡北
1322 4 0 -1 东南南南西西北北 鬼4 无将 胡了
1322 1 0 -1 东南南南西西北北 鬼1 无将 胡了
1322 3 0 1111 东南南南西西北北 鬼3 无将 胡东胡南胡西胡北
1322 3 1 -1 东南南南西西北北 鬼3 有将 胡了
1330 0 1 1111 东南南南西西西 鬼0 有将 胡东胡南胡西胡北
1330 2 0 -1 东南南南西西西 鬼2 无将 胡了
1330 4 0 1111 东南南南西西西 鬼4 无将 胡东胡南胡西胡北
1330 4 1 -1 东南南南西西西 鬼4 有将 胡了
1330 1 0 1111 东南南南西西西 鬼1 无将 胡东胡南胡西胡北
1330 1 1 -1 东南南南西西西 鬼1 有将 胡了
1330 3 1 1111 东南南南西西西 鬼3 有将 胡东胡南胡西胡北
4404 0 0 -1 东东东东南南南南北北北北 鬼0 无将 胡了
4404 2 0 10 东东东东南南南南北北北北 鬼2 无将 胡西
4404 2 1 -1 东东东东南南南南北北北北 鬼2 有将 胡了
4404 1 1 10 东东东东南南南南北北北北 鬼1 有将 胡西
4403 0 0 11 东东东东南南南南北北北 鬼0 无将 胡西胡北
4403 0 1 -1 东东东东南南南南北北北 鬼0 有将 胡了
4403 2 1 11 东东东东南南南南北北北 鬼2 有将 胡西胡北
4403 1 0 -1 东东东东南南南南北北北 鬼1 无将 胡了
4403 3 0 11 东东东东南南南南北北北 鬼3 无将 胡西胡北
4403 3 1 -1 东东东东南南南南北北北 鬼3 有将 胡了
4402 0 1 11 东东东东南南南南北北 鬼0 有将 胡西胡北
310 0 1 1011 南南南西 鬼0 有将 胡东胡西胡北
310 2 0 -1 南南南西 鬼2 无将 胡了
4402 2 0 -1 东东东东南南南南北北 鬼2 无将 胡了
4402 4 0 11 东东东东南南南南北北 鬼4 无将 胡西胡北
4402 4 1 -1 东东东东南南南南北北 鬼4 有将 胡了
4402 1 0 11 东东东东南南南南北北 鬼1 无将 胡西胡北
4402 1 1 -1 东东东东南南南南北北 鬼1 有将 胡了
4402 3 1 11 东东东东南南南南北北 鬼3 有将 胡西胡北
310 4 0 1111 南南南西 鬼4 无将 胡东胡南胡西胡北
310 4 1 -1 南南南西 鬼4 有将 胡了
310 1 0 1111 南南南西 鬼1 无将 胡东胡南胡西胡北
310 1 1 -1 南南南西 鬼1 有将 胡了
310 3 1 1111 南南南西 鬼3 有将 胡东胡南胡西胡北
311 0 0 1100 南南南西北 鬼0 无将 胡东胡南
311 0 1 -1 南南南西北 鬼0 有将 胡了
311 2 1 1111 南南南西北 鬼2 有将 胡东胡南胡西胡北
311 4 0 -1 南南南西北 鬼4 无将 胡了
311 1 0 -1 南南南西北 鬼1 无将 胡了
311 3 0 1111 南南南西北 鬼3 无将 胡东胡南胡西胡北
311 3 1 -1 南南南西北 鬼3 有将 胡了
1324 0 1 1110 东南南南西西北北北北 鬼0 有将 胡东胡南胡西
1324 2 0 -1 东南南南西西北北北北 鬼2 无将 胡了
